created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sat Dec 30 16:34:51 +0000 2023;1741135772093227372;"= Oktober =  The Marvels, 8 November di Bioskop.  #WatchmenIDRewind2023   https://t.co/nYXE7wmYuk";0;1;0;3;in;950632407530577920;1740655154679206163;WatchmenID;https://twitter.com/WatchmenID/status/1741135772093227372
Sat Dec 30 16:33:38 +0000 2023;1741135467469566398;"= Oktober =  RIP Chandler 🥀  #WatchmenIDRewind2023  https://t.co/qVGZmaUeie";0;1;1;10;da;950632407530577920;1740655154679206163;WatchmenID;https://twitter.com/WatchmenID/status/1741135467469566398
Sat Dec 30 16:32:17 +0000 2023;1741135126057165160;"= Oktober =  Setelah ditunggu begitu lama, akhirnya nongol juga tanggal rilis Past Lives di bioskop Indonesia.  #WatchmenIDRewind2023  https://t.co/dXUpLB5xGp";0;1;1;6;in;950632407530577920;1740655154679206163;WatchmenID;https://twitter.com/WatchmenID/status/1741135126057165160
Sat Dec 30 16:31:02 +0000 2023;1741134812323217621;"= Oktober =  JAFF 2023!  #WatchmenIDRewind2023  https://t.co/GVdIj32nkU";0;1;1;2;is;950632407530577920;1740655154679206163;WatchmenID;https://twitter.com/WatchmenID/status/1741134812323217621
Sat Dec 30 16:30:28 +0000 2023;1741134669251334536;"= Oktober =  Martin Scorsese punya akun Letterboxd  #WatchmenIDRewind2023  https://t.co/25vzz7rUcC";0;1;0;3;tl;950632407530577920;1740655154679206163;WatchmenID;https://twitter.com/WatchmenID/status/1741134669251334536
Sat Dec 30 16:29:44 +0000 2023;1741134484748042367;"= Oktober =  First look KKN di Desa Penari 2  #WatchmenIDRewind2023   https://t.co/ERJ4q0hcNK";0;1;2;3;in;950632407530577920;1740655154679206163;WatchmenID;https://twitter.com/WatchmenID/status/1741134484748042367
Sat Dec 30 16:28:39 +0000 2023;1741134213263532426;"= Oktober =  "Mackenyu you're gonna end up stabbing our stunt man because they are not as fast as you!"  Tentu saja problemnya memang bukan di Mackenyu.  #WatchmenIDRewind2023  https://t.co/PQJOYMM67K";3;1;4;13;in;950632407530577920;1740655154679206163;WatchmenID;https://twitter.com/WatchmenID/status/1741134213263532426
Sat Dec 30 16:26:40 +0000 2023;1741133712954478772;"= Oktober =  Japanese Film Festival is back!  #WatchmenIDRewind2023   https://t.co/vopoTMFU9a";0;1;1;3;et;950632407530577920;1740655154679206163;WatchmenID;https://twitter.com/WatchmenID/status/1741133712954478772
Sat Dec 30 16:25:25 +0000 2023;1741133399480520798;"= Oktober =  Kolaborasi bareng @PlaymenID mewawancarai Jason Blum &amp  Emma Tammi. Produser dan Sutradara Five Nights At Freddys.  #WatchmenIDRewind2023  https://t.co/XuGVGkwElO";0;1;2;2;in;950632407530577920;1740655154679206163;WatchmenID;https://twitter.com/WatchmenID/status/1741133399480520798
Sat Dec 30 16:23:38 +0000 2023;1741132947984466357;"= Oktober =  Announcement The Architecture of Love  #WatchmenIDRewind2023  https://t.co/VFnMIZqGjZ";0;1;1;3;en;950632407530577920;1740655154679206163;WatchmenID;https://twitter.com/WatchmenID/status/1741132947984466357
Sat Dec 30 16:22:12 +0000 2023;1741132590264824074;"= Oktober =  Monster tayang di Jakarta World Cinema Week 2023  #WatchmenIDRewind2023  https://t.co/p6s3lxTesf";0;1;0;5;in;950632407530577920;1740655154679206163;WatchmenID;https://twitter.com/WatchmenID/status/1741132590264824074
Sat Dec 30 16:20:49 +0000 2023;1741132242481508373;"= Oktober =  The Most Anticipated Series 2023  #WatchmenIDRewind2023   https://t.co/iyE0X2oadJ";0;1;2;3;en;950632407530577920;1740655154679206163;WatchmenID;https://twitter.com/WatchmenID/status/1741132242481508373
Sat Dec 30 16:18:48 +0000 2023;1741131731330338893;"= Oktober =  3 jam 26 menit bersama Martin Scorsese  #WatchmenIDRewind2023  https://t.co/PzjWyX0KjT";0;1;0;2;in;950632407530577920;1740655154679206163;WatchmenID;https://twitter.com/WatchmenID/status/1741131731330338893
Sat Dec 30 16:16:51 +0000 2023;1741131241687331127;"= Oktober =  Salah satu momen ikonik di 2023  #WatchmenIDRewind2023  https://t.co/HaZl3D52Wc";0;1;0;1;in;950632407530577920;1740655154679206163;WatchmenID;https://twitter.com/WatchmenID/status/1741131241687331127
Sat Dec 30 16:15:31 +0000 2023;1741130907216749032;"= Oktober =  Michael Caine akhirnya pensiun ❤️  #WatchmenIDRewind2023  https://t.co/GnWPpcZzgf";0;1;0;4;in;950632407530577920;1740655154679206163;WatchmenID;https://twitter.com/WatchmenID/status/1741130907216749032
Sat Dec 30 16:14:37 +0000 2023;1741130678589350195;"= Oktober =  Taylor Swift | The Eras Tour 🔥  #WatchmenIDRewind2023  https://t.co/Ifzb2TjDfa";0;1;0;1;et;950632407530577920;1740655154679206163;WatchmenID;https://twitter.com/WatchmenID/status/1741130678589350195
Sat Dec 30 16:13:20 +0000 2023;1741130358425534932;"= Oktober =  Game action lokal "Troublemaker: Raise Your Gang" bakal diadaptasi menjadi film live action oleh Lyto Pictures.  #WatchmenIDRewind2023  https://t.co/z4yWTByNgV";0;1;0;1;en;950632407530577920;1740655154679206163;WatchmenID;https://twitter.com/WatchmenID/status/1741130358425534932
Sat Dec 30 16:10:53 +0000 2023;1741129742714331327;"= Oktober =  Poster pertama Jatuh Cinta Seperti di Film-Film  #WatchmenIDRewind2023  https://t.co/CV07sdBG79";0;1;2;5;in;950632407530577920;1740655154679206163;WatchmenID;https://twitter.com/WatchmenID/status/1741129742714331327
Sat Dec 30 16:09:42 +0000 2023;1741129441101955321;"= Oktober =  JAKARTA FILM WEEK!  #WatchmenIDRewind2023  https://t.co/B2aK4MfDie";0;1;1;1;pl;950632407530577920;1740655154679206163;WatchmenID;https://twitter.com/WatchmenID/status/1741129441101955321
Sat Dec 30 16:08:34 +0000 2023;1741129159324410351;"= Oktober =  Moving menyabet kemenangan di 6 dari total 13 kategori di Asia Contents Awards &amp  Global OTT Awards.  Best Visual Effect, Best Newcomer Actor, Best Newcomer Actress, Best Writer, Best Lead Actor &amp  Best Creative.   #WatchmenIDRewind2023  https://t.co/hPCPv42HFG";0;1;0;6;en;950632407530577920;1740655154679206163;WatchmenID;https://twitter.com/WatchmenID/status/1741129159324410351
Sat Dec 30 16:05:35 +0000 2023;1741128406350352585;"= Oktober =  David Beckham: eits ga bole boong  #WatchmenIDRewind2023   https://t.co/hZobCDhZeo";0;1;3;4;de;950632407530577920;1740655154679206163;WatchmenID;https://twitter.com/WatchmenID/status/1741128406350352585
Sat Dec 30 16:03:14 +0000 2023;1741127816224379102;"Rencana Besar  Salah satu series menarik yang rilis tahun 2023  https://t.co/3PiCkM5tIy";0;1;0;5;in;950632407530577920;1740655154679206163;WatchmenID;https://twitter.com/WatchmenID/status/1741127816224379102
Sat Dec 30 16:01:07 +0000 2023;1741127283518366183;"= Oktober =  Trailer perdana Budi Pekerti  #WatchmenIDRewind2023   https://t.co/b89aa2eXKs";0;1;3;4;tr;950632407530577920;1740655154679206163;WatchmenID;https://twitter.com/WatchmenID/status/1741127283518366183
